Continent,Species Distribution,Status,Order,FAMILY,Genus,Species,binomial,Unique ID,LogMass,Combined Mass (g),Comments: endangerment,Ref for Mass,IUCN status,Total Length,tail length,Ref for Length,comment,comment,trophic,ref for trophic,habitat mode
AF,,extant,Insectivora,Soricidae,Crocidura,fischeri,Crocidura fischeri,AF_extant_Crocidura fischeri,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,Cameroon,extant,Insectivora,Soricidae,Myosorex,okuensis,Myosorex okuensis,AF_extant_Myosorex okuensis,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,stenocephala,Crocidura stenocephala,AF_extant_Crocidura stenocephala,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,congobelgica,Crocidura congobelgica,AF_extant_Crocidura congobelgica,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,caliginea,Crocidura caliginea,AF_extant_Crocidura caliginea,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,Cameroon,extant,Insectivora,Soricidae,Sylvisorex,morio,Sylvisorex morio,AF_extant_Sylvisorex morio,-999,-999,unknown,-999,EN,,,,,,ginsect,t1,
AF,Equatorial Guinea,extant,Insectivora,Soricidae,Myosorex,eisentrauti,Myosorex eisentrauti,AF_extant_Myosorex eisentrauti,-999,-999,habitat loss_ restricted range,-999,EN,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,cinderella,Crocidura cinderella,AF_extant_Crocidura cinderella,-999,-999,,-999,,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,tansaniana,Crocidura tansaniana,AF_extant_Crocidura tansaniana,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,phaeura,Crocidura phaeura,AF_extant_Crocidura phaeura,-999,-999,habitat loss_ restricted range,-999,CR,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,kivuana,Crocidura kivuana,AF_extant_Crocidura kivuana,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,Zaire,extant,Insectivora,Soricidae,Paracrocidura,graueri,Paracrocidura graueri,AF_extant_Paracrocidura graueri,-999,-999,habitat loss_ restricted range,-999,CR,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,selina,Crocidura selina,AF_extant_Crocidura selina,-999,-999,habitat loss_ restricted range,-999,EN,,,,,,ginsect,t1,
AF,Zaire,extant,Insectivora,Soricidae,Crocidura,polia,Crocidura polia,AF_extant_Crocidura polia,-999,-999,habitat loss_ restricted range,-999,CR,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,smithii,Crocidura smithii,AF_extant_Crocidura smithii,-999,-999,,-999,,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,baileyi,Crocidura baileyi,AF_extant_Crocidura baileyi,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,picea,Crocidura picea,AF_extant_Crocidura picea,-999,-999,habitat loss_ restricted range,-999,CR,,,,,,ginsect,t1,
AF,Cameroon_ Equatorial Guinea_ Gabon,extant,Rodentia,Muridae,Lophuromys,nudicaudus,Lophuromys nudicaudus,AF_extant_Lophuromys nudicaudus,-999,-999,,-999,,,,,,,ginsect,t1,
AF,Zaire_ Rwanda_ Burundi,extant,Insectivora,Soricidae,Myosorex,babaulti,Myosorex babaulti,AF_extant_Myosorex babaulti,-999,-999,,-999,,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,greenwoodi,Crocidura greenwoodi,AF_extant_Crocidura greenwoodi,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,Ethopia,extant,Insectivora,Soricidae,Crocidura,bottegoides,Crocidura bottegoides,AF_extant_Crocidura bottegoides,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,Zaire_ Uganda_ Rwanda_ Kenya_ Tanzania_ Cameroon,extant,Insectivora,Soricidae,Sylvisorex,granti,Sylvisorex granti,AF_extant_Sylvisorex granti,-999,-999,,-999,,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,voi,Crocidura voi,AF_extant_Crocidura voi,-999,-999,,-999,,122,32,130,listed as bulteri,,ginsect,t1,
AF,Cameroon,extant,Insectivora,Soricidae,Sylvisorex,isabellae,Sylvisorex isabellae,AF_extant_Sylvisorex isabellae,-999,-999,unknown,-999,VU,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,lanosa,Crocidura lanosa,AF_extant_Crocidura lanosa,-999,-999,,-999,,,,,,,ginsect,t1,
AF,Zaire,extant,Insectivora,Soricidae,Myosorex,schalleri,Myosorex schalleri,AF_extant_Myosorex schalleri,-999,-999,habitat loss_ restricted range,-999,CR,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,attila,Crocidura attila,AF_extant_Crocidura attila,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,manengubae,Crocidura manengubae,AF_extant_Crocidura manengubae,-999,-999,,-999,,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,macmillani,Crocidura macmillani,AF_extant_Crocidura macmillani,-999,-999,habitat loss_ restricted range,-999,CR,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,obscurior,Crocidura obscurior,AF_extant_Crocidura obscurior,-999,-999,,-999,,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,nana,Crocidura nana,AF_extant_Crocidura nana,-999,-999,,-999,,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,glassi,Crocidura glassi,AF_extant_Crocidura glassi,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,Uganda,extant,Insectivora,Soricidae,Crocidura,tarella,Crocidura tarella,AF_extant_Crocidura tarella,-999,-999,,-999,,,,,,,ginsect,t1,
AF,Tanzania,extant,Insectivora,Soricidae,Crocidura,desperata,Crocidura desperata,AF_extant_Crocidura desperata,-999,-999,habitat loss_ restricted range,-999,CR,,,,,,ginsect,t1,
AF,Cameroon,extant,Insectivora,Soricidae,Myosorex,rumpii,Myosorex rumpii,AF_extant_Myosorex rumpii,-999,-999,habitat loss_ restricted range,-999,CR,,,,,,ginsect,t1,
AF,South Africa,extant,Insectivora,Soricidae,Myosorex,sclateri,Myosorex sclateri,AF_extant_Myosorex sclateri,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,Somalia,extant,Insectivora,Chrysochloridae,Chlorotalpa,tytonis,Chlorotalpa tytonis,AF_extant_Chlorotalpa tytonis,-999,-999,restricted range,-999,CR,,,,,,ginsect,t1,
AF,South Africa (Transvaal)_ possibly Mozambique,extant,Insectivora,Soricidae,Myosorex,tenuis,Myosorex tenuis,AF_extant_Myosorex tenuis,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,eisentrauti,Crocidura eisentrauti,AF_extant_Crocidura eisentrauti,-999,-999,habitat loss_ restricted range,-999,CR,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,xantippe,Crocidura xantippe,AF_extant_Crocidura xantippe,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,Zaire,extant,Insectivora,Soricidae,Sylvisorex,oriundus,Sylvisorex oriundus,AF_extant_Sylvisorex oriundus,-999,-999,unknown,-999,VU,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,macarthuri,Crocidura macarthuri,AF_extant_Crocidura macarthuri,-999,-999,,-999,,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,zaphiri,Crocidura zaphiri,AF_extant_Crocidura zaphiri,-999,-999,,-999,,,,,,,ginsect,t1,
AF,Zaire & Rwanda,extant,Rodentia,Muridae,Lophuromys,medicaudatus,Lophuromys medicaudatus,AF_extant_Lophuromys medicaudatus,-999,-999,habitat loss,-999,LR,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,latona,Crocidura latona,AF_extant_Crocidura latona,-999,-999,habitat loss_ restricted range,-999,VU,,,,,,ginsect,t1,
AF,Mozambique_ Malawi_ Zambia,extant,Macroscelidea,Macroscelididae,Elephantulus,fuscus,Elephantulus fuscus,AF_extant_Elephantulus fuscus,-999,-999,,-999,,,,,,,ginsect,t1,
AF,S. Cape Prov._ South Africa,extant,Insectivora,Chrysochloridae,Chlorotalpa,duthieae,Chlorotalpa duthieae,AF_extant_Chlorotalpa duthieae,-999,-999,unknown,-999,VU,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,ansellorum,Crocidura ansellorum,AF_extant_Crocidura ansellorum,-999,-999,habitat loss_ restricted range,-999,CR,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,parvipes,Crocidura parvipes,AF_extant_Crocidura parvipes,-999,-999,,-999,,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,muricauda,Crocidura muricauda,AF_extant_Crocidura muricauda,-999,-999,,-999,,,,,,,ginsect,t1,
AF,,extant,Insectivora,Soricidae,Crocidura,nigrofusca,Crocidura nigrofusca,AF_extant_Crocidura nigrofusca,-999,-999,,-999,,,,,,,ginsect,t1,
AF,N Niger_ N Nigeria_ NE Cameroon,extant,Rodentia,Myoxidae,Graphiurus,olga,Graphiurus olga,AF_extant_Graphiurus olga,-999,-999,,-999,,,,,,,ginsect/carn,t1,
AF,N Zaire & S Cameroon,extant,Rodentia,Myoxidae,Graphiurus,christyi,Graphiurus christyi,AF_extant_Graphiurus christyi,-999,-999,,-999,,,,,,,ginsect/carn,t1,
AF,,extant,Rodentia,Myoxidae,Graphiurus,rupicola,Graphiurus rupicola,AF_extant_Graphiurus rupicola,-999,-999,,-999,,,,,,,ginsect/carn,t1,
AF,Angola_ Zambia_ Zaire,extant,Rodentia,Myoxidae,Graphiurus,monardi,Graphiurus monardi,AF_extant_Graphiurus monardi,-999,-999,,-999,,,,,,,ginsect/carn,t1,
AF,,extant,Rodentia,Myoxidae,Graphiurus,crassicaudatus,Graphiurus crassicaudatus,AF_extant_Graphiurus crassicaudatus,-999,-999,,-999,,,,,,,ginsect/carn,t1,
AF,Zambia_ Malawi_ & Tanzania,extant,Rodentia,Myoxidae,Graphiurus,microtis,Graphiurus microtis,AF_extant_Graphiurus microtis,-999,-999,,-999,,,,,,,ginsect/carn,t1,
AF,Angola_ Zambia_ Malawi_ Zimbabwe,extant,Rodentia,Myoxidae,Graphiurus,kelleni,Graphiurus kelleni,AF_extant_Graphiurus kelleni,-999,-999,,-999,,,,,,,ginsect/carn,t1,
AF,Zaire,extant,Rodentia,Muridae,Praomys,misonnei,Praomys misonnei,AF_extant_Praomys misonnei,-999,-999,,-999,,,,,,,ginsect/frug,t1,
AF,Chana_ Ivory Coast_ Liberia,extant,Rodentia,Muridae,Malacomys,cansdalei,Malacomys cansdalei,AF_extant_Malacomys cansdalei,-999,-999,,-999,,,,,,,ginsect/frug,t1,
AF,Zambia_ Malawi_ Tanzania_ Kenya,extant,Rodentia,Muridae,Praomys,hartwigi,Praomys hartwigi,AF_extant_Praomys hartwigi,-999,-999,habitat loss,-999,EN,,,,,,ginsect/frug,t1,
AF,Zaire,extant,Rodentia,Muridae,Malacomys,lukolelae,Malacomys lukolelae,AF_extant_Malacomys lukolelae,-999,-999,habitat loss,-999,NT,,,,,,ginsect/frug,t1,
AF,Guinea and Ivory Coast,extant,Rodentia,Muridae,Praomys,rostratus,Praomys rostratus,AF_extant_Praomys rostratus,-999,-999,,-999,,,,,,,ginsect/frug,t1,
AF,Zaire,extant,Rodentia,Muridae,Praomys,minor,Praomys minor,AF_extant_Praomys minor,-999,-999,,-999,VU,,,,,,ginsect/frug,t1,
AF,Zaire,extant,Rodentia,Muridae,Praomys,mutoni,Praomys mutoni,AF_extant_Praomys mutoni,-999,-999,,-999,LR,,,,,,ginsect/frug,t1,
AF,Rwanda_ Uganda_ Kenya,extant,Rodentia,Muridae,Pelomys,hopkinsi,Pelomys hopkinsi,AF_extant_Pelomys hopkinsi,-999,-999,,-999,VU,,,,,,graze,t1,
AF,Angola_ Zaire,extant,Rodentia,Muridae,Pelomys,campanae,Pelomys campanae,AF_extant_Pelomys campanae,-999,-999,,-999,,,,,,,graze,t1,
AF,,extant,Rodentia,Muridae,Aethomys,stannarius,Aethomys stannarius,AF_extant_Aethomys stannarius,-999,-999,habitat loss,-999,LR,,,,,,graze/browse,t1,
AF,Angola,extant,Rodentia,Muridae,Aethomys,thomasi,Aethomys thomasi,AF_extant_Aethomys thomasi,-999,-999,,-999,,,,,,,graze/browse,t1,
AF,high elevations in E Africa_ Ethiopia_ Uganda_ Kenya_ Malawi_ Zambia_ C Tanzania,extant,Rodentia,Muridae,Otomys,typus,Otomys typus,AF_extant_Otomys typus,-999,-999,,-999,LR,,,,,,graze/browse,t1,
AF,,extant,Rodentia,Muridae,Aethomys,silindensis,Aethomys silindensis,AF_extant_Aethomys silindensis,-999,-999,,-999,,,,,,,graze/browse,t1,
AF,Ethiopia_ Sudan_ Kenya,extant,Lagomorpha,Leporidae,Lepus,fagani,Lepus fagani,AF_extant_Lepus fagani,-999,-999,,-999,DD,,,,,,graze/browse,t1,
AF,angola,extant,Rodentia,Muridae,Aethomys,bocagei,Aethomys bocagei,AF_extant_Aethomys bocagei,-999,-999,,-999,,,,,,,graze/browse,t1,
AF,Angola_ Tanzania_ Malawi_ Kenya,extant,Rodentia,Muridae,Otomys,anchietae,Otomys anchietae,AF_extant_Otomys anchietae,-999,-999,,-999,LR,,,,,,graze/browse,t1,
AF,Nigeria_ W Cameroon,extant,Rodentia,Muridae,Otomys,occidentalis,Otomys occidentalis,AF_extant_Otomys occidentalis,-999,-999,,-999,EN,,,,,,graze/browse,t1,
AF,,extant,Rodentia,Muridae,Lemniscomys,roseveari,Lemniscomys roseveari,AF_extant_Lemniscomys roseveari,-999,-999,unknown,-999,LR,,,,,,graze/frug,t1,
AF,Ivory Coast,extant,Rodentia,Muridae,Lemniscomys,bellieri,Lemniscomys bellieri,AF_extant_Lemniscomys bellieri,-999,-999,unknown,-999,DD,,,,,,graze/frug,t1,
AF,Sudan,extant,Rodentia,Muridae,Lemniscomys,hoogstraali,Lemniscomys hoogstraali,AF_extant_Lemniscomys hoogstraali,-999,-999,unknown,-999,DD,,,,,,graze/frug,t1,
AF,Sudan_ Senegal_ Ivory coast,extant,Rodentia,Muridae,Lemniscomys,linulus,Lemniscomys linulus,AF_extant_Lemniscomys linulus,-999,-999,,-999,DD,,,,,,graze/frug,t1,
AF,Cameroon,extant,Rodentia,Muridae,Lemniscomys,mittendorfi,Lemniscomys mittendorfi,AF_extant_Lemniscomys mittendorfi,-999,-999,habitat loss,-999,EN,,,,,,graze/frug,t1,
AF,Tanzania,extant,Rodentia,Muridae,Tachyoryctes,daemon,Tachyoryctes daemon,AF_extant_Tachyoryctes daemon,-999,-999,,-999,LR,,,,,,,,
AF,Cameroon_ Angola_ Zaire_ Uganda_ Kenya_ Tanzania,extant,Rodentia,Muridae,Mus,sorella,Mus sorella,AF_extant_Mus sorella,-999,-999,,-999,,,,,,,,,
AF,Kenya,extant,Rodentia,Muridae,Tachyoryctes,annectens,Tachyoryctes annectens,AF_extant_Tachyoryctes annectens,-999,-999,,-999,EN,,,,,,,,
AF,Cameroon,extant,Rodentia,Muridae,Lamottemys,okuensis,Lamottemys okuensis,AF_extant_Lamottemys okuensis,-999,-999,habitat loss,-999,EN,,,,,,,,
AF,Zaire_ Rwanda_ Burundi,extant,Rodentia,Muridae,Tachyoryctes,ruandae,Tachyoryctes ruandae,AF_extant_Tachyoryctes ruandae,-999,-999,,-999,,,,,,,,,
AF,Zaire_ Zambia_ Zimbabwe_ Transvaal of South Africa_ Mozambique_ Tanzania,extant,Rodentia,Muridae,Mus,neavei,Mus neavei,AF_extant_Mus neavei,-999,-999,,-999,,,,,,,,,
AF,Ivory Coast_ Equatorical Guinea,extant,Rodentia,Muridae,Mus,baoulei,Mus baoulei,AF_extant_Mus baoulei,-999,-999,,-999,,,,,,,,,
AF,Kenya,extant,Rodentia,Muridae,Tachyoryctes,naivashae,Tachyoryctes naivashae,AF_extant_Tachyoryctes naivashae,-999,-999,,-999,EN,,,,,,,,
AF,Central African Republic,extant,Rodentia,Muridae,Mus,oubanguii,Mus oubanguii,AF_extant_Mus oubanguii,-999,-999,,-999,VU,,,,,,,,
AF,Sudan_ Ethiopia_ Somalia_ Kenya_ Tanzania,extant,Rodentia,Muridae,Mus,tenellus,Mus tenellus,AF_extant_Mus tenellus,-999,-999,,-999,,,,,,,,,
AF,,extant,Rodentia,Muridae,Beamys,major,Beamys major,AF_extant_Beamys major,-999,-999,unknown,-999,LR,,,,,,,,
AF,S. Uganda,extant,Rodentia,Muridae,Tachyoryctes,ankoliae,Tachyoryctes ankoliae,AF_extant_Tachyoryctes ankoliae,-999,-999,,-999,VU,,,,,,,,
AF,South Africa,extant,Rodentia,Muridae,Mus,orangiae,Mus orangiae,AF_extant_Mus orangiae,-999,-999,,-999,,,,,,,,,
AF,Kenya,extant,Rodentia,Muridae,Tachyoryctes,spalacinus,Tachyoryctes spalacinus,AF_extant_Tachyoryctes spalacinus,-999,-999,,-999,LR,,,,,,,,
AF,Central African Republic,extant,Rodentia,Muridae,Mus,goundae,Mus goundae,AF_extant_Mus goundae,-999,-999,,-999,VU,,,,,,,,
AF,Ghana,extant,Rodentia,Muridae,Mus,mattheyi,Mus mattheyi,AF_extant_Mus mattheyi,-999,-999,,-999,DD,,,,,,,,
AF,,extant,Rodentia,Muridae,Mus,haussa,Mus haussa,AF_extant_Mus haussa,-999,-999,,-999,,89,38,130,,,,,
AF,Mozambique,extant,Rodentia,Sciuridae,Paraxerus,vincenti,Paraxerus vincenti,AF_extant_Paraxerus vincenti,-999,-999,unknown,-999,VU,,,,,,,,
AF,Angola_ Zaire,extant,Rodentia,Muridae,Mus,callewaerti,Mus callewaerti,AF_extant_Mus callewaerti,-999,-999,,-999,,,,,,,,,
AF,Kenya_ Uganda,extant,Rodentia,Muridae,Tachyoryctes,ruddi,Tachyoryctes ruddi,AF_extant_Tachyoryctes ruddi,-999,-999,,-999,,,,,,,,,
AF,Somalia,extant,Rodentia,Muridae,Microdillus,peeli,Microdillus peeli,AF_extant_Microdillus peeli,-999,-999,,-999,LR,,,,,,,,
AF,Kenya,extant,Rodentia,Muridae,Tachyoryctes,rex,Tachyoryctes rex,AF_extant_Tachyoryctes rex,-999,-999,,-999,EN,,,,,,,,
AF,Zaire,extant,Rodentia,Muridae,Mus,kasaicus,Mus kasaicus,AF_extant_Mus kasaicus,-999,-999,,-999,CR,,,,,,,,
AUS,,extant,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,Ornithorhynchus anatinus,AUS_extant_Ornithorhynchus anatinus,3.172,1484.25,,59,,,,,,,Ginsect,t4,aquatic
AUS,,extant,Diprotodontia,Psuedocheiridae,Pseudochirops,archeri,Pseudochirops archeri,AUS_extant_Pseudochirops archeri,3.038,1091.5,unknown,59,LR,,,,,,Browse,t4,arboreal
AUS,,extant,Diprotodontia,Macropodidae,Dendrolagus,lumholtzi,Dendrolagus lumholtzi,AUS_extant_Dendrolagus lumholtzi,3.829,6750,,59,LR,,,,,,Browse,t4,arboreal
AUS,,extant,Diprotodontia,Psuedocheiridae,Pseudocheirus,herbertensis,Pseudocheirus herbertensis,AUS_extant_Pseudocheirus herbertensis,3.047,1115,unknown,59,LR,,,,,,Browse,t4,arboreal
AUS,,extant,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,Phascolarctos cinereus,AUS_extant_Phascolarctos cinereus,4.011,10250,habitat loss_ fire,59,LR,,,,,,Browse,t4,arboreal
AUS,,extinct,Diprotodontia,Phascolarctidae,Phascolarctos,stirtoni,Phascolarctos stirtoni,AUS_extinct_Phascolarctos stirtoni,4.146,14000,,13,,,,,,,Browse,same as congeners,arboreal
AUS,,extant,Diprotodontia,Psuedocheiridae,Pseudocheirus,peregrinus,Pseudocheirus peregrinus,AUS_extant_Pseudocheirus peregrinus,2.954,900,habitat loss_ invasive predators_ fire,59,VU,,,,,,Browse,t4,arboreal
AUS,,extant,Diprotodontia,Phalangeridae,Spilocuscus,maculatus,Spilocuscus maculatus,AUS_extant_Spilocuscus maculatus,3.806,6400,,59,,,,,,,Browse,t4,arboreal
AUS,,extant,Diprotodontia,Psuedocheiridae,Petauroides,volans,Petauroides volans,AUS_extant_Petauroides volans,3.114,1300,,59,,,,,,,Browse,t4,arboreal
AUS,,extant,Diprotodontia,Psuedocheiridae,Hemibelideus,lemuroides,Hemibelideus lemuroides,AUS_extant_Hemibelideus lemuroides,2.979,952.5,,59,LR,,,,,,Browse,t4,arboreal
AUS,N Northern Territory_ NE Western Australia,extant,Diprotodontia,Phalangeridae,Trichosurus,arnhemensis,Trichosurus arnhemensis,AUS_extant_Trichosurus arnhemensis,3.114,1300,,75,,,,,,,Browse/frug,same as congeners,arboreal
AUS,,extant,Diprotodontia,Macropodidae,Dendrolagus,bennettianus,Dendrolagus bennettianus,AUS_extant_Dendrolagus bennettianus,4.039,10950,,59,LR,,,,,,Browse/frug,t4,arboreal
AUS,,extant,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Trichosurus vulpecula,AUS_extant_Trichosurus vulpecula,3.423,2650,,59,,,,,,,Browse/frug,t4,arboreal
AUS,,extant,Diprotodontia,Phalangeridae,Trichosurus,caninus,Trichosurus caninus,AUS_extant_Trichosurus caninus,3.544,3500,,59,,,,,,,Browse/frug,t4,arboreal
AUS,,extant,Diprotodontia,Petauridae,Petaurus,australis,Petaurus australis,AUS_extant_Petaurus australis,2.76,575,habitat loss,59,LR,,,,,,Frug,t4,arboreal
AUS,,extant,Diprotodontia,Burramyidae,Cercartetus,nanus,Cercartetus nanus,AUS_extant_Cercartetus nanus,1.38,24,,59,,,,,,,Frug,t4,arboreal
AUS,,extant,Diprotodontia,Burramyidae,Cercartetus,caudatus,Cercartetus caudatus,AUS_extant_Cercartetus caudatus,1.477,30,,59,,,,,,,Frug,t4,arboreal
AUS,,extant,Diprotodontia,Psuedocheiridae,Petropseudes,dahli,Petropseudes dahli,AUS_extant_Petropseudes dahli,3.215,1640,,59,,,,,,,Frug/browse,t4,arboreal
AUS,,extant,Diprotodontia,Phalangeridae,Phalanger,orientalis,Phalanger orientalis,AUS_extant_Phalanger orientalis,3.267,1850,,59,,,,,,,Frug/browse,t4,arboreal
AUS,,extant,Diprotodontia,Phalangeridae,Wyulda,squamicaudata,Wyulda squamicaudata,AUS_extant_Wyulda squamicaudata,3.224,1675,unknown,59,LR,,,,,,Frug/browse,t4,arboreal
AUS,,extant,Diprotodontia,Burramyidae,Cercartetus,concinnus,Cercartetus concinnus,AUS_extant_Cercartetus concinnus,1.114,13,,59,,,,,,,Frug/ginsect,t4,arboreal
AUS,,extant,Diprotodontia,Petauridae,Petaurus,gracilis,Petaurus gracilis,AUS_extant_Petaurus gracilis,2.548,353,habitat loss_ restricted range,59,EN,,,,,,Frug/ginsect,t4,arboreal
AUS,,extant,Diprotodontia,Petauridae,Petaurus,norfolcensis,Petaurus norfolcensis,AUS_extant_Petaurus norfolcensis,2.362,230,habitat loss_ restricted range,59,LR,,,,,,Frug/ginsect,t4,arboreal
AUS,,extant,Diprotodontia,Arcobatidae,Acrobates,pygmaeus,Acrobates pygmaeus,AUS_extant_Acrobates pygmaeus,1.079,12,,59,,,,,,,Frug/ginsect,t4,arboreal
AUS,,extant,Diprotodontia,Petauridae,Petaurus,breviceps,Petaurus breviceps,AUS_extant_Petaurus breviceps,2.106,127.5,,59,,,,,,,Frug/ginsect,t4,arboreal
AUS,,extant,Dasyuromorphia,Dasyuridae,Phascogale,calura,Phascogale calura,AUS_extant_Phascogale calura,1.712,51.5,habitat loss_ invasive predators,59,EN,,,,,,Ginsect,t4,arboreal
AUS,,extant,Diprotodontia,Burramyidae,Burramys,parvus,Burramys parvus,AUS_extant_Burramys parvus,1.618,41.5,habitat loss_ invasion of exotics_ invasive predators,59,EN,,,,,,Ginsect,t4,arboreal
AUS,,extant,Diprotodontia,Petauridae,Dactylopsila,trivirgata,Dactylopsila trivirgata,AUS_extant_Dactylopsila trivirgata,2.626,423,,59,,,,,,,Ginsect,t4,arboreal
AUS,,extant,Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,Phascogale tapoatafa,AUS_extant_Phascogale tapoatafa,2.287,193.5,habitat loss_ invasive predators_ skewed sex ratios,59,LR,,,,,,Ginsect/carn,t4,arboreal
AUS,,extant,Diprotodontia,Burramyidae,Cercartetus,lepidus,Cercartetus lepidus,AUS_extant_Cercartetus lepidus,0.845,7,,59,,,,,,,ginsect/frug,t4,arboreal
AUS,,extant,Diprotodontia,Petauridae,Gymnobelideus,leadbeateri,Gymnobelideus leadbeateri,AUS_extant_Gymnobelideus leadbeateri,2.104,127,unknown,59,EN,,,,,,Ginsect/frug ,t4,arboreal
AUS,,extant,Sirenia,Dugongidae,Dugong,dugon,Dugong dugon,AUS_extant_Dugong dugon,5.623,420000,,59,,,,,,,Graze ,wp,marine
AUS,,extant,Carnivora,Otariidae,Arctocephalus,tropicalis,Arctocephalus tropicalis,AUS_extant_Arctocephalus tropicalis,4.924,84000,,59,,,,,,,piscivore/invert,wp,marine- births on land
AUS,,extant,Carnivora,Otariidae,Arctocephalus,pusillus,Arctocephalus pusillus,AUS_extant_Arctocephalus pusillus,5.252,178500,,59,,,,,,,piscivore/invert,wp,marine- births on land
AUS,,extant,Carnivora,Phocidae,Hydrurga,leptonyx,Hydrurga leptonyx,AUS_extant_Hydrurga leptonyx,5.556,360000,,59,,,,,,,piscivore/invert,wp,marine- births on land
AUS,,extant,Carnivora,Otariidae,Neophoca,cinerea,Neophoca cinerea,AUS_extant_Neophoca cinerea,5.279,190000,,59,,,,,,,piscivore/invert,wp,marine- births on land
AUS,,extant,Carnivora,Otariidae,Arctocephalus,forsteri,Arctocephalus forsteri,AUS_extant_Arctocephalus forsteri,5.005,101250,,59,,,,,,,piscivore/invert,wp,marine- births on land
AUS,,extant,Carnivora,Phocidae,Mirounga,leonina,Mirounga leonina,AUS_extant_Mirounga leonina,6.204,1600000,,59,,,,,,,piscivore/invert,wp,marine- births on land
AUS,,extant,Carnivora,Phocidae,Leptonychotes,weddellii,Leptonychotes weddellii,AUS_extant_Leptonychotes weddellii,5.602,400000,,59,,,,,,,piscivore/invert,wp,marine- births on land
AUS,,extant,Carnivora,Phocidae,Ommatophoca,rossii,Ommatophoca rossii,AUS_extant_Ommatophoca rossii,5.398,250000,,59,,,,,,,piscivore/invert,wp,marine- births on land
AUS,,extant,Carnivora,Phocidae,Lobodon,carcinophagus,Lobodon carcinophagus,AUS_extant_Lobodon carcinophagus,5.368,233250,,267,,,,,,,piscivore/invert,wp,marine- births on land
AUS,,extant,Carnivora,Otariidae,Arctocephalus,gazella,Arctocephalus gazella,AUS_extant_Arctocephalus gazella,4.989,97500,,59,,,,,,,piscivore/invert,wp,marine- births on land
