Continent,Species Distribution,Status,Order,FAMILY,Genus,Species,binomial,Unique ID,LogMass,Combined Mass (g),Comments: endangerment,Ref for Mass,IUCN status,Total Length,tail length,Ref for Length,comment,comment,trophic,ref for trophic,habitat mode
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,argentinus,Ctenomys argentinus,SA_extant_Ctenomys argentinus,2.345,221.299,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,nattereri,Ctenomys nattereri,SA_extant_Ctenomys nattereri,2.602,400,persecution,61,LR,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,pearsoni,Ctenomys pearsoni,SA_extant_Ctenomys pearsoni,2.326,212.002,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,australis,Ctenomys australis,SA_extant_Ctenomys australis,2.558,361.501,,60,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,dorsalis,Ctenomys dorsalis,SA_extant_Ctenomys dorsalis,2.219,165.6,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,boliviensis,Ctenomys boliviensis,SA_extant_Ctenomys boliviensis,2.728,534.995,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,pontifex,Ctenomys pontifex,SA_extant_Ctenomys pontifex,2.602,400,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,haigi,Ctenomys haigi,SA_extant_Ctenomys haigi,2.215,163.999,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Geomyidae,Orthogeomys,dariensis,Orthogeomys dariensis,SA_extant_Orthogeomys dariensis,2.641,437.996,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,peruanus,Ctenomys peruanus,SA_extant_Ctenomys peruanus,2.69,490.004,,60,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,talarum,Ctenomys talarum,SA_extant_Ctenomys talarum,2.122,132.334,,60,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,occultus,Ctenomys occultus,SA_extant_Ctenomys occultus,2.176,150,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,knighti,Ctenomys knighti,SA_extant_Ctenomys knighti,2.5,316.002,,60,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,tuconax,Ctenomys tuconax,SA_extant_Ctenomys tuconax,2.396,249,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,azarae,Ctenomys azarae,SA_extant_Ctenomys azarae,2.602,400,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,colburni,Ctenomys colburni,SA_extant_Ctenomys colburni,2.602,400,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,bonettoi,Ctenomys bonettoi,SA_extant_Ctenomys bonettoi,2.306,202.302,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,brasiliensis,Ctenomys brasiliensis,SA_extant_Ctenomys brasiliensis,2.602,400,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,mendocinus,Ctenomys mendocinus,SA_extant_Ctenomys mendocinus,2.212,163.05,,270,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,porteousi,Ctenomys porteousi,SA_extant_Ctenomys porteousi,2.284,192.402,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,leucodon,Ctenomys leucodon,SA_extant_Ctenomys leucodon,2.387,243.602,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,magellanicus,Ctenomys magellanicus,SA_extant_Ctenomys magellanicus,2.435,272.001,habitat alteration,60,VU,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,conoveri,Ctenomys conoveri,SA_extant_Ctenomys conoveri,2.935,860.003,,60,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,validus,Ctenomys validus,SA_extant_Ctenomys validus,2.367,232.6,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,saltarius,Ctenomys saltarius,SA_extant_Ctenomys saltarius,2.362,230.001,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,torquatus,Ctenomys torquatus,SA_extant_Ctenomys torquatus,2.321,209.498,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,sericeus,Ctenomys sericeus,SA_extant_Ctenomys sericeus,2.602,400,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,steinbachi,Ctenomys steinbachi,SA_extant_Ctenomys steinbachi,2.585,384.999,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,sociabilis,Ctenomys sociabilis,SA_extant_Ctenomys sociabilis,2.602,400,persecution,61,LR,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,fulvus,Ctenomys fulvus,SA_extant_Ctenomys fulvus,2.418,261.999,,60,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,latro,Ctenomys latro,SA_extant_Ctenomys latro,2.283,191.999,persecution,61,LR,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,maulinus,Ctenomys maulinus,SA_extant_Ctenomys maulinus,2.332,215.001,,60,,,,,,,Browse/frug,t3,terr- fossorial
SA,,extant,Rodentia,Ctenomyidae,Ctenomys,frater,Ctenomys frater,SA_extant_Ctenomys frater,2.238,172.898,,61,,,,,,,Browse/frug,t3,terr- fossorial
SA,S Veracruz (mexico) to E brazil and Peru,extant,Chiroptera,Emballonuridae,Peropteryx,kappleri,Peropteryx kappleri,SA_extant_Peropteryx kappleri,0.974,9.42,,153,,,,,,,Ainsect,t3,volant
SA,Colombia_ Venezuela (including Margarita Isl),extant,Chiroptera,Vespertilionidae,Rhogeesa,minutilla,Rhogeesa minutilla,SA_extant_Rhogeesa minutilla,0.562,3.65,,153,,,,,,,Ainsect,t3,volant
SA,California and Texas (USA) to Zacatecas and Hidalgo (Mexico)_ Colombia to N argentina and E Brazil_ Cuba,extant,Chiroptera,Molossidae,Eumops,perotis,Eumops perotis,SA_extant_Eumops perotis,1.709,51.125,,153,,,,,,,Ainsect,t3,volant
SA,Nicaragua_ Panama and Columbia to Guianas_ Amazonia Brazil_ Peru and Bolivia,extant,Chiroptera,Thyropteridae,Thyroptera,discifera,Thyroptera discifera,SA_extant_Thyroptera discifera,0.491,3.1,,153,,,,,,,Ainsect,t3,volant
SA,Venezuela_ E Brazil_ paraguay_ Uruguay_ N argentina,extant,Chiroptera,Vespertilionidae,Eptesicus,diminutus,Eptesicus diminutus,SA_extant_Eptesicus diminutus,0.778,6,,153,,,,,,,Ainsect,t3,volant
SA,Tamaulipas and Ja_isco (Mexico) to NW Peru_ N Argentina and Brazil_ Trinidad_ cuba,extant,Chiroptera,Molossidae,Nyctinomops,laticaudatus,Nyctinomops laticaudatus,SA_extant_Nyctinomops laticaudatus,1.087,12.217,,153,,,,,,,Ainsect,t3,volant
SA,Surinam_ Amazonian Brazil and Peru,extant,Chiroptera,Molossidae,Molossops,neglectus,Molossops neglectus,SA_extant_Molossops neglectus,1.041,11,,246,,,,,,,Ainsect,t3,volant
SA,NW Peru and N Venezuela to S Baja California_ S Sonora and Nuevo Leon (Mexico)_ Trinidad_ S Lesser antilles,extant,Chiroptera,Mormoopidae,Pteronotus,davyi,Pteronotus davyi,SA_extant_Pteronotus davyi,0.964,9.213,,153,,,,,,,Ainsect,t3,volant
SA,Tamaulipas (mexico) to N argentina and Venezuela_ Trinidad,extant,Chiroptera,Vespertilionidae,Myotis,keaysi,Myotis keaysi,SA_extant_Myotis keaysi,0.724,5.3,,153,,,,,,,Ainsect,t3,volant
SA,Amazonian Brazil_ Venezuela_ peru_ Guyana_ Surinam,extant,Chiroptera,Emballonuridae,Diclidurus,scutatus,Diclidurus scutatus,SA_extant_Diclidurus scutatus,1.122,13.25,,153,,,,,,,Ainsect,t3,volant
SA,Colobia_ Venezuela_ Paraguay_ N Argentina,extant,Chiroptera,Molossidae,Eumops,dabbenei,Eumops dabbenei,SA_extant_Eumops dabbenei,2.018,104.35,,153,,,,,,,Ainsect,t3,volant
SA,Venezuela_ Bolivar_ Rio Mocho,extant,Chiroptera,Phyllostomidae,Tonatia,carrikeri,Tonatia carrikeri,SA_extant_Tonatia carrikeri,1.321,20.943,,153,,,,,,,Ainsect,t3,volant
SA,Veracruz (Mexico) to NW Peru_ N Argentina_ Uruguay and Brazil -the patagonian record is probably in error,extant,Chiroptera,Molossidae,Eumops,bonariensis,Eumops bonariensis,SA_extant_Eumops bonariensis,1.076,11.9,,153,,,,,,,Ainsect,t3,volant
SA,S Brazil_ Argentina and Chile to oregon_ s Nebraska and Ohio (USA)_ Greater and Lesser Antilles,extant,Chiroptera,Molossidae,Tadarida,brasiliensis,Tadarida brasiliensis,SA_extant_Tadarida brasiliensis,1.097,12.489,,153,,,,,,,Ainsect,t3,volant
SA,Oaxaca and Yutcatan (Mexico) to Peru_ N Argentina_ E Brazil and Trinidad,extant,Chiroptera,Molossidae,Eumops,auripendulus,Eumops auripendulus,SA_extant_Eumops auripendulus,1.454,28.45,,153,,,,,,,Ainsect,t3,volant
SA,S Veracruz (Mexico) to Peru_ brazil and Guianas,extant,Chiroptera,Emballonuridae,Centronycteris,maximiliani,Centronycteris maximiliani,SA_extant_Centronycteris maximiliani,0.699,5,,246,,,,,,,Ainsect,t3,volant
SA,Guerrero_ Oaxaca (Mexico)_ Nicaragua to Colombia_ Venezuela and Guyana,extant,Chiroptera,Molossidae,Molossus,pretiosus,Molossus pretiosus,SA_extant_Molossus pretiosus,1.431,27,,250,,,,,,,Ainsect,t3,volant
SA,Honduras to Ecuador and Venezuela_ Cozumel Isl (Mexico),extant,Chiroptera,Molossidae,Molossus,bondae,Molossus bondae,SA_extant_Molossus bondae,1.25,17.8,,153,,,,,,,Ainsect,t3,volant
SA,Honduras to Uruguay and E Brazil_ Trinidad,extant,Chiroptera,Vespertilionidae,Myotis,riparius,Myotis riparius,SA_extant_Myotis riparius,0.744,5.55,,153,,,,,,,Ainsect,same as congeners,volant
SA,Jalisco and Yucatan (Mexico) to Peru_ N Argtina and Surinam_ Trinidad,extant,Chiroptera,Molossidae,Promops,centralis,Promops centralis,SA_extant_Promops centralis,1.421,26.367,,153,,,,,,,Ainsect,t3,volant
SA,Guerrero and Yucatan (Mexico) to Peru_ paraguay and s and E Brazil_ Trinidad and Tobago_ margarita Isl (venezuela)_ Aruba Isl (Netherlands Antilles)_ Grenada,extant,Chiroptera,Emballonuridae,Peropteryx,macrotis,Peropteryx macrotis,SA_extant_Peropteryx macrotis,0.734,5.422,,153,,,,,,,Ainsect,t3,volant
SA,NW Brazil_ Venezuela,extant,Chiroptera,Emballonuridae,Diclidurus,isabellus,Diclidurus isabellus,SA_extant_Diclidurus isabellus,1.146,14,,153,,,,,,,Ainsect,t3,volant
SA,Colombia_ Ecuador_ Peru_ N Brazil_ Bolivia_ Paraguay_ NE Argentina,extant,Chiroptera,Vespertilionidae,Myotis,simus,Myotis simus,SA_extant_Myotis simus,0.914,8.2,,-999,,,,,,,Ainsect,t3,volant
SA,Venezuela_ Colombia_ Peru_ Boliva_ S Brazil_ Paraguay_ N Argentina_ uruguay,extant,Chiroptera,Molossidae,Molossops,temminckii,Molossops temminckii,SA_extant_Molossops temminckii,0.771,5.9,,153,,,,,,,Ainsect,t3,volant
SA,S Veracruz (Mexico) to Peru_ NE Brazil and Guyana,extant,Chiroptera,Mormoopidae,Pteronotus,gymnonotus,Pteronotus gymnonotus,SA_extant_Pteronotus gymnonotus,1.159,14.425,,153,,,,,,,Ainsect,t3,volant
SA,W Peru_ W Ecuador_ Puna Isl (Ecuador) N Chile,extant,Chiroptera,Furipteridae,Amorphochilus,schnablii,Amorphochilus schnablii,SA_extant_Amorphochilus schnablii,0.519,3.3,,animaldiversity.ummz.umich.edu,,,,,,,Ainsect,t3,volant
SA,S Canada to Colombia and N brazil_ Greater Antilles_ bahmas_ Dominica and barbados (Lesser Antilles) perhaps Alaska,extant,Chiroptera,Vespertilionidae,Eptesicus,fuscus,Eptesicus fuscus,SA_extant_Eptesicus fuscus,1.216,16.46,,153,,,,,,,Ainsect,t3,volant
SA,S Veracruz (Mexico) to Uruguay and N argentina,extant,Chiroptera,Vespertilionidae,Myotis,albescens,Myotis albescens,SA_extant_Myotis albescens,0.724,5.3,,153,,,,,,,Ainsect,t3,volant
SA,W Ecuador,extant,Chiroptera,Emballonuridae,Balantiopteryx,infusca,Balantiopteryx infusca,SA_extant_Balantiopteryx infusca,0.641,4.375,,247,,,,,,,Ainsect,t3,volant
SA,Sonora and Tamaulipas (Mexico) to Peru_ Bolivia and Brazil,extant,Chiroptera,Molossidae,Nyctinomops,aurispinosus,Nyctinomops aurispinosus,SA_extant_Nyctinomops aurispinosus,1.254,17.95,,153,,,,,,,Ainsect,t3,volant
SA,Sinaloa and Coahuila (Mexico) to Peru_ N Argentina_ uruguay_ brazil and Guinanas_ greater and lesser antilles_ margarita isl (Venezuela)_ Curacao and Bonaire (netherlands Antilles)_ Trinidad and Taboago,extant,Chiroptera,Molossidae,Molossus,molossus,Molossus molossus,SA_extant_Molossus molossus,1.133,13.579,,153,,,,,,,Ainsect,t3,volant
SA,Nayarit (Mexico) to E Brazil and Trinidad,extant,Chiroptera,Emballonuridae,Diclidurus,albus,Diclidurus albus,SA_extant_Diclidurus albus,1.193,15.6,,153,,,,,,,Ainsect,t3,volant
SA,Guianas_ N Brazil,extant,Chiroptera,Phyllostomidae,Tonatia,schulzi,Tonatia schulzi,SA_extant_Tonatia schulzi,1.259,18.15,,153,,,,,,,Ainsect,t3,volant
SA,Veracruz (Mexico) to Guianas_ E Brazil_ Bolivia and Peru_ Trinidad,extant,Chiroptera,Thyropteridae,Thyroptera,tricolor,Thyroptera tricolor,SA_extant_Thyroptera tricolor,0.639,4.356,,153,,,,,,,Ainsect,t3,volant
SA,Colombia and venezuela to C Chile_ Uruguay and C Argentina_ Hawaii (USA)_ Guatemala and Mexico throughout the USA to S British Columbia_ SE Mackensie_ Hudson Bat and S Quebec (Canada)_ Galapagos_ Bermuda_ acciden,extant,Chiroptera,Vespertilionidae,Lasiurus,cinereus,Lasiurus cinereus,SA_extant_Lasiurus cinereus,1.403,25.278,,153,,,,,,,Ainsect,t3,volant
SA,Nicaragua to Peru and Brazil,extant,Chiroptera,Emballonuridae,Cormura,brevirostris,Cormura brevirostris,SA_extant_Cormura brevirostris,0.963,9.175,,153,,,,,,,Ainsect,t3,volant
SA,Panama to Peru_ n Argentina_ Paraguay_ brazil and Surinam,extant,Chiroptera,Molossidae,Molossops,planirostris,Molossops planirostris,SA_extant_Molossops planirostris,1.094,12.421,,153,,,,,,,Ainsect,t3,volant
SA,Chiapas (Mexico) and Belize to N Argentina_ Paraguay and Brazil_ Trindad,extant,Chiroptera,Phyllostomidae,Tonatia,bidens,Tonatia bidens,SA_extant_Tonatia bidens,1.445,27.83,,153,,,,,,,Ainsect,t3,volant
SA,Bolivia_ Argentina_ SE Brazil_ Uruguay,extant,Chiroptera,Vespertilionidae,Myotis,levis,Myotis levis,SA_extant_Myotis levis,0.74,5.5,,153,,,,,,,Ainsect,t3,volant
SA,Venezuela_ Trinidad_ Surinam_ brazil_ Ecuador_ Peru_ Bolivia_ paraguay_ N Argentina,extant,Chiroptera,Molossidae,Promops,nasutus,Promops nasutus,SA_extant_Promops nasutus,1.182,15.2,,153,,,,,,,Ainsect,same as congeners,volant
SA,Coasta Rica_ Panama_ Venezuela_ Guyana_ French Guiana_ Peru_ Bolivia_ Brazil,extant,Chiroptera,Molossidae,Eumops,hansae,Eumops hansae,SA_extant_Eumops hansae,1.178,15.05,,153,,,,,,,Ainsect,t3,volant
SA,SE Brazil_ Paraguay_ NE Argentina,extant,Chiroptera,Vespertilionidae,Myotis,ruber,Myotis ruber,SA_extant_Myotis ruber,0.699,5,,153,,,,,,,Ainsect,t3,volant
SA,honduras-N argentina,extant,Chiroptera,Phyllostomidae,Tonatia,silvicola,Tonatia silvicola,SA_extant_Tonatia silvicola,1.473,29.7,,153,,,,,,,Ainsect,t3,volant
SA,Jalisco (Mexico) to Peru_ N Argentina and Brazil_ Jamaica_ Cuba_ Florida (USA),extant,Chiroptera,Molossidae,Eumops,glaucinus,Eumops glaucinus,SA_extant_Eumops glaucinus,1.549,35.383,,153,,,,,,,Ainsect,t3,volant
SA,Veracruz (Mexico) to Bolivia_ NE Brazil and Trinidad,extant,Chiroptera,Phyllostomidae,Tonatia,brasiliense,Tonatia brasiliense,SA_extant_Tonatia brasiliense,0.972,9.375,,153,,,,,,,Ainsect,t3,volant
SA,N Argentina_ Brazil and Guianas to Jalisco and Tamaulipas (Mexico),extant,Chiroptera,Vespertilionidae,Eptesicus,furinalis,Eptesicus furinalis,SA_extant_Eptesicus furinalis,0.889,7.737,,153,,,,,,,Ainsect,t3,volant
SA,Chiapas and Tabasco (Mexico) to E Brazil and Peru_ Guianas_ Margarita Isl (Venezuela)_ Trinidad and Tobago,extant,Chiroptera,Emballonuridae,Saccopteryx,leptura,Saccopteryx leptura,SA_extant_Saccopteryx leptura,0.691,4.91,,153,,,,,,,Ainsect,t3,volant
SA,C and S Chile,extant,Chiroptera,Vespertilionidae,Myotis,chiloensis,Myotis chiloensis,SA_extant_Myotis chiloensis,0.829,6.75,,251,,,,,,,Ainsect,t3,volant
SA,Nayarit and Tamaulipas (Mexico) to peru_ N Argentina and S Brail_ Trinidad and Tobago_ Grenada (Lesser Antilles),extant,Chiroptera,Vespertilionidae,Myotis,nigricans,Myotis nigricans,SA_extant_Myotis nigricans,0.627,4.24,,153,,,,,,,Ainsect,t3,volant
SA,Chiles_ NW Argentina_ S Boliva_ S Peru,extant,Chiroptera,Vespertilionidae,Histiotus,macrotus,Histiotus macrotus,SA_extant_Histiotus macrotus,1.041,11,,153,,,,,,,Ainsect,t3,volant
SA,Venezuela_ Guyana_ Surinam_ Peru_ brazil_ Bolivia_ paraguay_ N Argentina,extant,Chiroptera,Molossidae,Molossops,abrasus,Molossops abrasus,SA_extant_Molossops abrasus,1.613,41.033,,153,,,,,,,Ainsect,t3,volant
SA,Veracruz (mexico) south to N argentina and Uruguay_ Trindad and tobago,extant,Chiroptera,Vespertilionidae,Eptesicus,brasiliensis,Eptesicus brasiliensis,SA_extant_Eptesicus brasiliensis,0.976,9.467,,153,,,,,,,Ainsect,t3,volant
SA,Venezuela_ Guyana_ C and NE Brazil,extant,Chiroptera,Molossidae,Molossops,mattogrossensis,Molossops mattogrossensis,SA_extant_Molossops mattogrossensis,0.835,6.833,,153,,,,,,,Ainsect,t3,volant
SA,Venezuela_ SE Collombia_ Guyana_ NW Brazil,extant,Chiroptera,Emballonuridae,Diclidurus,ingens,Diclidurus ingens,SA_extant_Diclidurus ingens,2.09,123,,60,,,,,,,Ainsect,t3,volant
SA,Venezuela to Bolivia_ panama_ Coasta Rica,extant,Chiroptera,Vespertilionidae,Myotis,oxyotus,Myotis oxyotus,SA_extant_Myotis oxyotus,0.74,5.5,,153,,,,,,,Ainsect,t3,volant
SA,E Oaxaca and C Veracruz (Mexico) to C and E brazil_ peru_ Bolivia_ French Guiana_ Guyana and Surinam_ trinidad,extant,Chiroptera,Emballonuridae,Rhynchonycteris,naso,Rhynchonycteris naso,SA_extant_Rhynchonycteris naso,0.624,4.207,,153,,,,,,,Ainsect,t3,volant
SA,Colombia_ Peru_ brazil and Surinam to S Sonora and S Tamaulipas (Mexico)_ Trinidad,extant,Chiroptera,Mormoopidae,Pteronotus,personatus,Pteronotus personatus,SA_extant_Pteronotus personatus,0.94,8.708,,153,,,,,,,Ainsect,t3,volant
SA,Costa Rica to Peru and E brazil_ Trinidad,extant,Chiroptera,Furipteridae,Furipterus,horrens,Furipterus horrens,SA_extant_Furipterus horrens,0.502,3.177,,153,,,,,,,Ainsect,t3,volant
SA,Peru_ Colombia_ N and E Brazil_ Venezuela_ French Guiana_ Guyana and Surinam,extant,Chiroptera,Emballonuridae,Peropteryx,leucoptera,Peropteryx leucoptera,SA_extant_Peropteryx leucoptera,0.778,6,,246,,,,,,,Ainsect,t3,volant
SA,SW British Columbia and Iowa (USA) to Peru_ N Argentina and Uruguay_ Cuba_ Jamaica_ Hispanila,extant,Chiroptera,Molossidae,Nyctinomops,macrotis,Nyctinomops macrotis,SA_extant_Nyctinomops macrotis,1.265,18.4,,153,,,,,,,Ainsect,t3,volant
SA,Amazonian Brazil_ perhaps Venezuela,extant,Chiroptera,Emballonuridae,Saccopteryx,gymnura,Saccopteryx gymnura,SA_extant_Saccopteryx gymnura,0.602,4,,281,,,,,,,Ainsect,t3,volant
SA,Chile_ Argentina_ Uruguay and Brazil to C Canada_ Jamacia_ Cuba_ Hispaniola_ Puerto Rico_ bermuda_ Bahmas_ Trinidad and Tabago_ Galapagos (Ecuador),extant,Chiroptera,Vespertilionidae,Lasiurus,borealis,Lasiurus borealis,SA_extant_Lasiurus borealis,1.031,10.738,,153,,,,,,,Ainsect,t3,volant
SA,Costa Rica to C Sonora and S Baja California (Mexico)_ N Colombia,extant,Chiroptera,Emballonuridae,Balantiopteryx,plicata,Balantiopteryx plicata,SA_extant_Balantiopteryx plicata,0.805,6.389,,153,,,,,,,Ainsect,t3,volant
SA,Tamaulipas and Sinaloa (Mexico) to Peru_ N Argentina_ Brazil and Guinanas_ Trinidad,extant,Chiroptera,Molossidae,Molossus,ater,Molossus ater,SA_extant_Molossus ater,1.5,31.657,,153,,,,,,,Ainsect,t3,volant
SA,Nicaragua_ Costa Rica_ Guyana_ Amazonian Brazil,extant,Chiroptera,Emballonuridae,Cyttarops,alecto,Cyttarops alecto,SA_extant_Cyttarops alecto,0.724,5.3,,153,,,,,,,Ainsect,t3,volant
SA,E Brazil_ Paraguay,extant,Chiroptera,Vespertilionidae,Histiotus,velatus,Histiotus velatus,SA_extant_Histiotus velatus,1.049,11.2,,153,,,,,,,Ainsect,t3,volant
SA,Colombia_ Venezuela_ Guianas_ N Brazil_ Peru,extant,Chiroptera,Emballonuridae,Saccopteryx,canescens,Saccopteryx canescens,SA_extant_Saccopteryx canescens,0.528,3.375,12.57,153,,,,,,,Ainsect,t3,volant
SA,Tamaulipas (Mexico) to Ecuador_ bolivia and NE brazil_ trinidad and tobago,extant,Chiroptera,Vespertilionidae,Rhogeesa,tumida,Rhogeesa tumida,SA_extant_Rhogeesa tumida,0.648,4.45,,153,,,,,,,Ainsect,t3,volant
SA,Sinaloa (Mexico) to Colombia and Surinam_ Trinidad,extant,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,SA_extant_Molossus sinaloae,1.354,22.575,,153,,,,,,,Ainsect,t3,volant
SA,Nayarit (Mexico) to Ecuador and NE Brazil_ Trinidad,extant,Chiroptera,Molossidae,Molossops,greenhalli,Molossops greenhalli,SA_extant_Molossops greenhalli,1.175,14.967,,153,,,,,,,Ainsect,t3,volant
SA,Peru_ Brazil_ Guianas and Venezuela to S Sonora and S Tamaulipas (Mexico)_ Cuba_ Jamaica_ Puerto Rico_ Hispaniola_ Trindidad and Tobago_ Margarita Isl (venezuela)_ La Gonave Is (Haiti),extant,Chiroptera,Mormoopidae,Pteronotus,parnellii,Pteronotus parnellii,SA_extant_Pteronotus parnellii,1.294,19.671,,153,,,,,,,Ainsect,t3,volant
SA,Jalisco and Veracruz (Mexico) to Bolivia_ Guianas and E Brazil south to Rio de Janiero_ Trinidad and Tabago,extant,Chiroptera,Emballonuridae,Saccopteryx,bilineata,Saccopteryx bilineata,SA_extant_Saccopteryx bilineata,0.909,8.106,,153,,,,,,,Ainsect,t3,volant
SA,NE Venezuela_ Curacao and Bonaire (Netherlands Antilles),extant,Chiroptera,Vespertilionidae,Myotis,nesopolus,Myotis nesopolus,SA_extant_Myotis nesopolus,0.544,3.5,,153,,,,,,,Ainsect,t3,volant
SA,S California_ Arizonia and S Texas (USA) to argentina_ uruguay and brazil_ trinidad,extant,Chiroptera,Vespertilionidae,Lasiurus,ega,Lasiurus ega,SA_extant_Lasiurus ega,1.121,13.2,,153,,,,,,,Ainsect,t3,volant
SA,S Texas (USA) to Venezuela_ Peru_ Bolivia and E Brazil,extant,Chiroptera,Phyllostomidae,Diphylla,ecaudata,Diphylla ecaudata,SA_extant_Diphylla ecaudata,1.467,29.3,,153,,,,,,,Carn,t3,volant
SA,Uruguay_ N Argentia and N Chile to sonora_ Nuevo Leon and Tamaulipas (Mexico)_ Margarita Isl (Venezuela)_ Trinidad,extant,Chiroptera,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,SA_extant_Desmodus rotundus,1.521,33.211,,153,,,,,,,Carn,t3,volant
SA,Veracruz (Mexico) to Ecuador and Peru_ N and SW Brazil and Guinanas_ Trinidad_ perhaps Jamaica,extant,Chiroptera,Phyllostomidae,Vampyrum,spectrum,Vampyrum spectrum,SA_extant_Vampyrum spectrum,2.229,169.382,,153,,,,,,,Carn,t3,volant
SA,Tamaulipas (Mexico) to N Argentina and E Brazil_ Trinidad_ Margarita Isl (Venezuela),extant,Chiroptera,Phyllostomidae,Diaemus,youngi,Diaemus youngi,SA_extant_Diaemus youngi,1.557,36.056,,153,,,,,,,Carn,t3,volant
SA,Oaxaca (Mexico) to Guianas_ SE Brazil_ Bolivia and Ecuador_ Trinidad,extant,Chiroptera,Phyllostomidae,Trachops,cirrhosus,Trachops cirrhosus,SA_extant_Trachops cirrhosus,1.576,37.667,,153,,,,,,,carn/invert,t3,volant
SA,Venezuela_ Colombia_ Peru,extant,Chiroptera,Phyllostomidae,Anoura,latidens,Anoura latidens,SA_extant_Anoura latidens,1.166,14.65,,153,,,,,,,Frug,same as congeners,volant
SA,W Ecuador to Nicaragua,extant,Chiroptera,Phyllostomidae,Vampyressa,nymphaea,Vampyressa nymphaea,SA_extant_Vampyressa nymphaea,1.072,11.8,,252,,,,,,,Frug,t2,volant
SA,Guianas_ Venezuela_ N Brazil_ C Colombia_ Ecuador_ Peru_ Bolivia,extant,Chiroptera,Phyllostomidae,Choeroniscus,minor,Choeroniscus minor,SA_extant_Choeroniscus minor,0.941,8.725,,153,,,,,,,Frug,same as congeners,volant
SA,Surinam_ Guyana_ Amazonian Brazil_ SE Colombia,extant,Chiroptera,Phyllostomidae,Vampyressa,brocki,Vampyressa brocki,SA_extant_Vampyressa brocki,1,10,,246,,,,,,,Frug ,t3,volant
SA,Brazil_ Minas Gerais,extant,Chiroptera,Phyllostomidae,Chiroderma,doriae,Chiroderma doriae,SA_extant_Chiroderma doriae,1.299,19.9,,153,,,,,,,Frug ,t3,volant
